Les enjeux strategiques pour les datacenters de demain;https://www.silicon.fr/avis-expert/les-enjeux-strategiques-pour-les-datacenters-de-demain;https://www.silicon.fr/wp-content/uploads/2022/03/thumbnail_Datacenter-icooling-120x90.jpg
Oracle a Marseille : la region cloud lancee sans SaaS;https://www.silicon.fr/oracle-marseille-region-cloud-saas-419981.html;https://www.silicon.fr/wp-content/uploads/2021/11/Oracle-Marseille-120x90.jpeg
OVHcloud : une IPO… et une coupure reseau generale;https://www.silicon.fr/ovhcloud-ipo-coupure-reseau-generale-418559.html;https://www.silicon.fr/wp-content/uploads/2021/10/OVHcloud-Roubaix-5-120x90.jpg
Securiser le data center hybride;https://www.silicon.fr/avis-expert/securiser-le-data-center-hybride;https://www.silicon.fr/wp-content/uploads/2019/04/datacenter-684x513-120x90.png
Open source : Facebook publie son moteur de cache hybride pour le datacenter;https://www.silicon.fr/open-source-facebook-publie-moteur-cache-hybride-datacenter-415509.html;https://www.silicon.fr/wp-content/uploads/2021/09/CacheLib-Facebook-120x90.jpeg
Investissements IT : les 4 trillions $ franchis en 2021;https://www.silicon.fr/investissements-it-4-trillions-franchis-2021-412665.html;https://www.silicon.fr/wp-content/uploads/2019/03/shutterstock_266788025-684x513-120x90.jpg
NVIDIA libere un nouvel etage de la fusee GPUDirect;https://www.silicon.fr/nvidia-libere-etage-fusee-gpudirect-412224.html;https://www.silicon.fr/wp-content/uploads/2021/07/NVIDIA-GPUDirect-Storage-120x90.jpeg
OVHcloud promet la redondance pour eviter un « Strasbourg bis »;https://www.silicon.fr/ovhcloud-redondance-strasbourg-407006.html;https://www.silicon.fr/wp-content/uploads/2021/05/OVHcloud-redondance-120x90.jpg
Dell Technologies devoile ses offres Apex « as-a-service »;https://www.silicon.fr/dell-offres-apex-as-a-service-406859.html;https://www.silicon.fr/wp-content/uploads/2014/10/Dell-Sergiy-Palamarchuk-shutterstock-120x90.jpg
Serveurs Arm : Grace, le chainon manquant de NVIDIA ?;https://www.silicon.fr/grace-nvidia-arm-serveurs-404921.html;https://www.silicon.fr/wp-content/uploads/2021/04/Grace-120x90.jpg
Investissements IT : terminaux et logiciels dopent le marche;https://www.silicon.fr/investissements-it-terminaux-logiciels-marche-404456.html;https://www.silicon.fr/wp-content/uploads/2019/03/shutterstock_266788025-684x513-120x90.jpg
Quand le cloud prend le pas sur le datacenter d’entreprise;https://www.silicon.fr/infrastructure-cloud-datacenter-entreprise-403402.html;https://www.silicon.fr/wp-content/uploads/2020/06/cloud-datacenter-684x513-1-120x90.jpg
Serveur : Dell devoile le PowerEdge XE8545 avec AMD EPYC;https://www.silicon.fr/dell-poweredge-xe8545-avec-amd-epyc-402597.html;https://www.silicon.fr/wp-content/uploads/2021/03/Dell-EMC-PowerEdge-XE8545-120x90.png
OVHcloud : les datacenters de Strasbourg sous assistance post-incendie;https://www.silicon.fr/ovhcloud-datacenters-strasbourg-incendie-401894.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-incendie-Strasbourg-120x90.jpg
Investissements IT : pres de 4 trillions $ prevus en 2021;https://www.silicon.fr/investissements-it-4-trillions-prevus-en-2021-357264.html;https://www.silicon.fr/wp-content/uploads/2016/02/shutterstock_362622854-120x90.jpg
Les datacenters face au defi de l’hypercroissance;https://www.silicon.fr/futur-de-lit-les-datacenters-face-au-defi-de-lhypercroissance-356773.html;https://www.silicon.fr/wp-content/uploads/2019/04/microsoft_datacenter-684x400-120x90.jpg
Le stockage en quete de technologies de rupture;https://www.silicon.fr/futur-de-lit-le-stockage-en-quete-de-technologies-de-rupture-356419.html;https://www.silicon.fr/wp-content/uploads/2019/03/stockage-cloud-2-684x513-120x90.jpg
Futur de l’IT : Internet, une planete totalement connectee des 2030 ?;https://www.silicon.fr/futur-de-lit-internet-une-planete-totalement-connectee-des-2030-356148.html;https://www.silicon.fr/wp-content/uploads/2012/11/©-Julien-Eichinger-Fotolia.com_-120x90.jpg
Equinix va ouvrir son neuvieme datacenter en France;https://www.silicon.fr/equinix-neuvieme-datacenter-france-353288.html;https://www.silicon.fr/wp-content/uploads/2016/04/datacenter-©-Oleksiy-Mark-shutterstock-120x90.png
HPE pousse le calcul haute performance « en tant que service »;https://www.silicon.fr/hpe-calcul-haute-performance-service-353172.html;https://www.silicon.fr/wp-content/uploads/2013/06/Quiz-supercalculateurs-120x90.jpg
Investissements IT : un retour a la croissance en 2021;https://www.silicon.fr/investissements-it-croissance-emea-2021-351404.html;https://www.silicon.fr/wp-content/uploads/2019/03/shutterstock_266788025-684x513-120x90.jpg
Datacenters : comment realiser un audit de maintenance;https://www.silicon.fr/avis-expert/datacenters-comment-realiser-un-audit-de-maintenance;https://www.silicon.fr/wp-content/uploads/2016/10/microsoft_datacenter-120x90.jpg
Equilibrage des charges : l’incontournable d’une infrastructure haute disponibilite;https://www.silicon.fr/avis-expert/equilibrage-des-charges-lincontournable-dune-infrastructure-haute-disponibilite;https://www.silicon.fr/wp-content/uploads/2020/01/idc-infrastructures-it-t3-2019.jpg
OVHcloud Connect monte en puissance avec Equinix et Megaport;https://www.silicon.fr/ovhcloud-connect-equinix-megaport-348813.html;https://www.silicon.fr/wp-content/uploads/2019/01/atos-continuite-cloud-120x90.jpg
Infrastructure IT : hors du cloud, point de salut;https://www.silicon.fr/infrastructure-it-cloud-public-348146.html;https://www.silicon.fr/wp-content/uploads/2020/04/NetApp-CloudJumper-120x90.jpg
Enjeux de la data : se deployer pour servir la performance;https://www.silicon.fr/avis-expert/enjeux-de-la-data-se-deployer-pour-servir-la-performance;https://www.silicon.fr/wp-content/uploads/2019/12/datascientist-120x90.jpg
Hyperconvergence : HPE resiste, Dell et Nutanix dominent;https://www.silicon.fr/hyperconvergence-hpe-dell-nutanix-347159.html;https://www.silicon.fr/wp-content/uploads/2018/09/avis-experts-bitdefender-virtualisation-convergence-securite-684x513-120x90.jpg
Arm – NVIDIA : les zones grises du rapprochement;https://www.silicon.fr/arm-nvidia-zones-grises-rapprochement-346754.html;https://www.silicon.fr/wp-content/uploads/2020/09/Arm-NVIDIA-acquisition-120x90.jpg
Le Cloud Public, un pas vers plus de sobriete numerique ?;https://www.silicon.fr/avis-expert/le-cloud-public-un-pas-vers-plus-de-sobriete-numerique;https://www.silicon.fr/wp-content/uploads/2017/11/barometre-green-it-120x90.jpg
SAP HANA Enterprise Cloud se livre avec HPE GreenLake;https://www.silicon.fr/sap-hana-enterprise-cloud-hpe-greenlake-344938.html;https://www.silicon.fr/wp-content/uploads/2016/02/shutterstock_362622854-120x90.jpg
;https://livreblanc.silicon.fr/?post_type=resource&p=21757;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/Capture-120x90.png
;https://livreblanc.silicon.fr/resource/explications-et-avantages-de-la-facture-electronique;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/nouvellecreaLivreblanc-120x90.jpg
;https://livreblanc.silicon.fr/resource/avis-dexperts-infrastructures-hybrides-une-solution-complexe-mais-pas-inaccessible;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/iguane-a-120x90.png
SIEM as a Service : la surveillance du SI bascule dans le Cloud;https://www.silicon.fr/dossiers/siem-as-a-service-la-surveillance-du-si-bascule-dans-le-cloud;https://www.silicon.fr/wp-content/uploads/2020/02/gartner-magic-quadrant-siem-2020-120x90.png
Assurance cyber : la prime flambe, comment la reduire ?;https://www.silicon.fr/dossiers/assurance-cyber-comment-reduire-la-prime;https://www.silicon.fr/wp-content/uploads/2022/01/NotPetya-assurance-cyber-jurisprudence-120x90.jpg
;https://www.silicon.fr/dossiers/sd-wan-vers-une-securite-100-cloud;https://www.silicon.fr/wp-content/uploads/2015/07/res7_3-defis-securite-reseau-article-120x90.jpg
Cybersecurite as a Service : jusqu’ou peut-on externaliser ?;https://www.silicon.fr/dossiers/cybersecurite-as-a-service-jusquou-peut-on-externaliser;https://www.silicon.fr/wp-content/uploads/2021/12/553950_f_secure_1-120x90.jpg
